id	name	summary	url	published_at	guid	location	created_at	updated_at	tags	category	source
21257	В Уфе ещё два человека скончались от гриппа	Еще две смерти от гриппа зарегистрированы в Уфе. Это произошло в Республиканской клинической больнице им. Куватова. Врачи говорят, что оба больных поступили к ним со всеми признаками гриппа. Спустя некоторое время они скончались. Установить точную причину смерти помогут специалисты Роспотребнадзора.	http://www.vesti.ru/doc.html?id=1024239	02/05/2013 07:55:00	http://www.vesti.ru/doc.html?id=1024239		02/05/2013 17:41:49	02/22/2013 05:56:39			
21258	Полковник Квачков отверг обвинения в подготовке мятежа	"Полковник ГРУ в отставке Владимир Квачков, подозреваемый в подготовке вооруженного мятежа и захвата власти в РФ, отверг все обвинения, подчеркнув, что ""в России существует право на восстание""."	http://www.vesti.ru/doc.html?id=1024236	02/05/2013 08:02:00	http://www.vesti.ru/doc.html?id=1024236		02/05/2013 17:41:49	03/04/2013 18:07:14			
21259	"Сочинская трасса ""Формулы-1"" обойдется в 7,9 млрд рублей"	"Президент России Владимир Путин посетил строящуюся в Сочи трассу для первого российского этапа в истории ""Формулы-1"". В рамках визита глава государства встретился с генеральным директором ""Королевских гонок"" Берни Экклстоуном."	http://www.vesti.ru/doc.html?id=1024230	02/05/2013 07:49:00	http://www.vesti.ru/doc.html?id=1024230		02/05/2013 17:41:49	03/04/2013 18:07:14			
21260	В Алексине ограничили въезд большегрузов в город	С сегодняшнего дня решением властей города в Алексин ограничен въезд фур и автопоездов. По версии администрации, именно они стали причиной транспортного коллапса, возникшего накануне. Заложниками снегопада оказались почти 150 человек. До сих пор транспортная ситуация в районе нестабильна.	http://www.vesti.ru/doc.html?id=1024248	02/05/2013 08:10:00	http://www.vesti.ru/doc.html?id=1024248		02/05/2013 17:41:50	02/05/2013 17:41:50			
21261	"""Мясной скандал"": еще три компании попали под подозрение"	"Еще три британских компании попали в поле зрения правоохранительных органов в связи с потрясшим Европу ""мясным скандалом"". Обыски прошли на двух мясных предприятиях в Тоттенхэме (на севере Лондона), и в городе Халл (английское графство Йоркшир)."	http://www.vesti.ru/doc.html?id=1033984	02/16/2013 00:04:00	http://www.vesti.ru/doc.html?id=1033984		02/16/2013 19:16:37	02/16/2013 19:16:37			
21262	Богатейший в мире человек скупает акции собственной компании	Самый богатый человек в мире, мексиканец Карлос Слим выделил более 514 миллионов долларов для покупки акций своей собственной телекоммуникационной компании America Movil в связи с резким снижением их стоимости на бирже.	http://www.vesti.ru/doc.html?id=1033986	02/16/2013 00:10:00	http://www.vesti.ru/doc.html?id=1033986		02/16/2013 19:16:37	02/16/2013 19:16:37			
21263	Создан новый сайт об Арктике	В Интернете открыт новый англоязычный информационно-справочный ресурс об Арктике. Норвежский Центр логистики Крайнего Севера запустил базу данных с системой поиска по судоходству, транспортной инфраструктуре, ресурсам, а также инновационным логистическим решениям в режиме онлайн.	http://www.vesti.ru/doc.html?id=1024254	02/05/2013 08:30:00	http://www.vesti.ru/doc.html?id=1024254		02/05/2013 17:41:50	02/05/2013 17:41:50			
21264	В Забайкалье летом впервые пройдет Байкальский экономический форум	В Красноярске завершился десятый экономический форум. В работе его площадок приняли участие около 3-х тысяч человек. Принял участие в работе форума и губернатор Забайкальского края Равиль Гениатулин. Глава региона отметил, что впервые в Забайкалье летом пройдет Байкальский экономический форум.	http://www.vesti.ru/doc.html?id=1034953	02/18/2013 02:53:00	http://www.vesti.ru/doc.html?id=1034953		02/18/2013 18:29:55	02/22/2013 05:56:39			
21265	Американец чудом выжил, упав с 14-метрового подъемника. Видео	Безобидная шалость чуть не стоила 17-летнему американцу Джейкобу Гутьересу жизни. Решив подшутить над своим приятелем, пассажир горнолыжного подъемника выпал из кабинки и рухнул вниз с 14-метровой высоты. Инцидент произошел на курорте в городе Санта Фе, штат Нью-Мексико.	http://www.vesti.ru/doc.html?id=1039012	02/22/2013 13:24:00	http://www.vesti.ru/doc.html?id=1039012		02/22/2013 20:00:11	02/22/2013 20:00:11			
21266	"""Зенит"" мог упасть из-за проблем с двигателем первой ступени"	"Авария ракеты-носителя ""Зенит"" 1 февраля, по предварительным данным, может быть связана с неполадками в работе двигателя первой ступени. Об этом сообщил во вторник источник, близкий к аварийной комиссии."	http://www.vesti.ru/doc.html?id=1024277	02/05/2013 09:06:00	http://www.vesti.ru/doc.html?id=1024277		02/05/2013 17:41:52	02/05/2013 17:41:52			
21267	В Пензе начался суд над пожирателем сердец	Пензенский областной суд сегодня приступил к рассмотрению уголовного дела в отношении мужчины, обвиняемого в убийстве девяти бомжей. Причем сердца двух своих жертв он съел.	http://www.vesti.ru/doc.html?id=1024259	02/05/2013 08:36:00	http://www.vesti.ru/doc.html?id=1024259		02/05/2013 17:41:51	02/22/2013 05:56:40			
21268	Двое воронежских ребят отправятся в Вену на Русский бал	Двое воронежских ребят - воспитанники детского дома в Перелешино - отправятся в Вену на Русский бал. Это один из символов русской культуры за рубежом. Ребята честно отстояли своё право на поездку в танцевальном конкурсе.	http://www.vesti.ru/doc.html?id=1024257	02/05/2013 08:34:00	http://www.vesti.ru/doc.html?id=1024257		02/05/2013 17:41:50	02/17/2013 08:49:33			
21269	Из-за ДТП на переезде в Подмосковье задерживаются уже пять поездов	На 104-м километре Можайского шоссе произошло ДТП с участием грузовика Iveco с прицепом и легковой Skoda Octavia, в результате которого задерживаются три электрички и два пассажирских поезда.	http://www.vesti.ru/doc.html?id=1024263	02/05/2013 08:43:00	http://www.vesti.ru/doc.html?id=1024263		02/05/2013 17:41:51	02/22/2013 05:56:40			
21270	В Заполярье раскрыта афера с продажей госимущества	В Мурманске лишение свободы грозит двум расхитителям государственной собственности - руководителям коммерческих структур. Действуя в сговоре, один другому по фиктивным документам продал плавмастерскую в ЗАТО Островной.	http://www.vesti.ru/doc.html?id=1024256	02/05/2013 08:43:00	http://www.vesti.ru/doc.html?id=1024256		02/05/2013 17:41:51	02/22/2013 05:56:40			
21271	"Вышел ""джейлбрейк"" для всех устройств на iOS 6"	"Команда хакеров Evad3rs выпустила ""джейлбрейк"" evasi0n, совместимый со всеми i-устройствами на операционной системе iOS версии 6/6.1. Утилита поддерживает смартфоны iPhone (3GS, 4, 4S и 5), планшеты iPad (2, 3, 4 и mini), плееры iPod touch (4 и 5-го поколений), а также телеприставка Apple TV."	http://www.vesti.ru/doc.html?id=1024273	02/05/2013 08:47:36	http://www.vesti.ru/doc.html?id=1024273		02/05/2013 17:41:51	02/05/2013 17:41:51			
21272	В Рощино из-за отказа правого двигателя аварийно сел самолет ATR 42 300	"В Рощино аварийно сел самолет ATR 42 300 авиакомпании ""Ютэйр"", следовавший по маршруту Тюмень-Ноябрьск. В десять тридцать утра  на телефон 01 поступило сообщение от дежурного службы полётов аэропорта  о том, что при взлете  самолета  произошел отказ правого двигателя."	http://www.vesti.ru/doc.html?id=1024238	02/05/2013 08:48:00	http://www.vesti.ru/doc.html?id=1024238		02/05/2013 17:41:52	02/05/2013 17:41:52			
21273	Индекс Биг Мака: сколько стоят валюты?	"Авторитетный журнал The Economist опубликовал ""индекс Биг Мака"", который оценивает покупательную способность граждан в разных концах планеты. Согласно свежим данным, самая недооцененная мировая валюты  индийская рупия."	http://www.vesti.ru/doc.html?id=1024318	02/05/2013 08:50:00	http://www.vesti.ru/doc.html?id=1024318		02/05/2013 17:41:52	02/05/2013 17:41:52			
21274	Ссора в московском кафе закончилась стрельбой	Два человека пострадали в результате потасовки в кафе на МКАД. Конфликт закончился стрельбой: мужчина расстрелял обидчиков из травматического пистолета. Пострадавшие доставлены в больницу, участники драки - в полицию.	http://www.vesti.ru/doc.html?id=1034000	02/16/2013 01:15:00	http://www.vesti.ru/doc.html?id=1034000		02/16/2013 19:16:38	02/16/2013 19:16:38			
21275	Chevrolet представит в Женеве обновленный кроссовер Captiva	Женевский автосалон считается одним из самых крупных автомобильных событий, а потому автокомпании стараются выступить здесь хоть с чем-нибудь, даже если совсем новых машин пока нет. Chevrolet, например, покажет обновленный кроссовер Captiva.	http://www.vesti.ru/doc.html?id=1038967	02/22/2013 13:31:00	http://www.vesti.ru/doc.html?id=1038967		02/22/2013 20:00:11	02/22/2013 20:00:11			
21276	"Christie's и Sotheby’s выставили на торги шедевры импрессионизма"	"Шедевры Модильяни, Пикассо и Миро выставили на аукцион Christie's и Sotheby’s. Новая неделя торгов, на которой можно будет купить десятки полотен импрессионистов, сюрреалистов и модернистов, обещает стать рекордной по ажиотажу и стоимости проданных работ."	http://www.vesti.ru/doc.html?id=1024275	02/05/2013 09:05:00	http://www.vesti.ru/doc.html?id=1024275		02/05/2013 17:41:52	02/05/2013 17:41:52			
21277	Два капитана. Сравниваем HTC Butterfly и Sony Xperia Z	Два самых продвинутых на сегодня смартфона на Android - HTC Butterfly и Sony Xperia Z - появились в продаже в России практически одновременно. Оба они дороги, оба при этом не лишены недостатков. Этот материал должен помочь ответить на вопрос - какой из аппаратов лучше подходит именно вам.	http://www.vesti.ru/doc.html?id=1038904	02/22/2013 13:31:07	http://www.vesti.ru/doc.html?id=1038904		02/22/2013 20:00:11	03/04/2013 18:07:17			
21278	ЦБ РФ: инфляция в первом полугодии превысит прогноз	Инфляция в первой половине года с высокой вероятностью превысит установленный целевой уровень 5-6%, считает Банк России. Затем инфляционное давление ослабнет.	http://www.vesti.ru/doc.html?id=1024317	02/05/2013 08:54:00	http://www.vesti.ru/doc.html?id=1024317		02/05/2013 17:41:52	03/04/2013 18:07:17			
21279	Барак Обама вновь призвал ужесточить контроль над оружием	В пятницу во время посещения одной из школ в Чикаго, где месяц назад была застрелена 15-летняя Хадия Пендлтон,  президент США Барак Обама вновь призвал ввести в стране строгий контроль над огнестрельным оружием.	http://www.vesti.ru/doc.html?id=1033991	02/16/2013 00:35:00	http://www.vesti.ru/doc.html?id=1033991		02/16/2013 19:16:37	03/04/2013 07:28:53			
21280	"Для президента России возродят ""Руссо-Балт"" и создадут новый бренд ""Орел"""	"В проекте ""Кортеж"", в рамках которого разрабатывается целая линейка автомобилей для гаража первых лиц государства, появляются все новые идеи. Участники проекта предложили создать новый бренд специально для президентского лимузина – ""Орел"". Есть также предложение возродить марку ""Руссо-Балт""."	http://www.vesti.ru/doc.html?id=1024232	02/05/2013 09:03:00	http://www.vesti.ru/doc.html?id=1024232		02/05/2013 17:41:52	03/04/2013 18:07:17			
21281	"IBM выпустит облачные системы ""для масс"""	"IBM не готова проигрывать ""облачную войну"" Oracle и HP. Заметив, что конкуренты переориентируют свой бизнес на малые и средние предприятия, компания решила представить собственные серверы и системы хранения данных, доступные широкому кругу клиентов."	http://www.vesti.ru/doc.html?id=1024397	02/05/2013 09:07:00	http://www.vesti.ru/doc.html?id=1024397		02/05/2013 17:41:52	02/05/2013 17:41:52			
21282	Прибыль ARM подскочила на 16%	"Британский разработчик компьютерных чипов ARM отчитался за четвертый квартал. Результаты приятно удивили рынок, особенно на фоне общего спада спроса на компьютерное ""железо""."	http://www.vesti.ru/doc.html?id=1024344	02/05/2013 09:07:00	http://www.vesti.ru/doc.html?id=1024344		02/05/2013 17:41:52	02/05/2013 17:41:52			
21283	В Вифлееме началось возведение российского культурно-делового центра	На территории Палестинской национальной автономии, в Вифлееме, началось строительство российского культурно-делового центра. Он возводится на взносы российских предпринимателей и будет передан в дар палестинцам.	http://www.vesti.ru/doc.html?id=1034002	02/16/2013 01:18:00	http://www.vesti.ru/doc.html?id=1034002		02/16/2013 19:16:38	02/16/2013 19:16:38			
21284	В Забайкалье отменены льготы учащимся и студентам на проезд в электричках	В Забайкалье отменены льготы учащимся и студентам на проезд в электричках. Оформление проездных документов указанным категориям производится по полному тарифу.	http://www.vesti.ru/doc.html?id=1024264	02/05/2013 09:15:00	http://www.vesti.ru/doc.html?id=1024264		02/05/2013 17:41:53	02/05/2013 17:41:53			
21285	На рынке 3D-принтеров надувается пузырь	3D-принтеры - не более чем очередной пузырь на высокотехнологическом рынке, утверждают эксперты компании Citron Research. Резкого заявления хватило, чтобы акции производителей таких устройств ушли в глубокий минус.	http://www.vesti.ru/doc.html?id=1034946	02/18/2013 03:08:00	http://www.vesti.ru/doc.html?id=1034946		02/18/2013 18:29:55	02/18/2013 18:29:55			
21286	Глава СК Бастрыкин отказался от формы Юдашкина и создал ее сам	Накануне Дня защитника Отечества СМИ вновь вспомнили о модельере Валентине Юдашкине. Оказывается, он не только разрабатывал форму для Минобороны, но также предлагал свои варианты обмундирования главе Следственного комитета. Правда, Александру Бастрыкину предложенные образцы не пришлись по вкусу.	http://www.vesti.ru/doc.html?id=1039014	02/22/2013 13:33:00	http://www.vesti.ru/doc.html?id=1039014		02/22/2013 20:00:12	02/22/2013 20:00:12			
21287	"Криштиану Роналду: ""Реал"" сильнее ""Манчестер Юнайтед"""	"Португальский атакующий полузащитник мадридского ""Реала"" Криштиану Роналду накануне предстоящих матчей против английского ""Манчестер Юнайтед"" в 1/8 финала Лиге чемпионов заявил, что его клуб сильнее британцев."	http://www.vesti.ru/doc.html?id=1024289	02/05/2013 09:20:00	http://www.vesti.ru/doc.html?id=1024289		02/05/2013 17:41:53	02/05/2013 17:41:53			
21288	Банковская карта: стоит ли ограничиться одной?	Стоит ли ограничивать работу с банком исключительного зарплатной и кредитной картой, или первый открытый счет — это лишь первый шаг на пути долгосрочного и плодотворного сотрудничества?	http://www.vesti.ru/doc.html?id=1024292	02/05/2013 09:22:00	http://www.vesti.ru/doc.html?id=1024292		02/05/2013 17:41:53	02/05/2013 17:41:53			
21289	Футбол. По делу о договорных матчах арестованы 50 человек	Полицейская служба Европейского союза сделала заявление, согласно которому в последнее время было сыгранно порядка 380 матчей договорных встреч. Преступные группировки заработали около 8 миллионов евро на таких матчах, поставив около 16 миллионов.	http://www.vesti.ru/doc.html?id=1024297	02/05/2013 09:25:00	http://www.vesti.ru/doc.html?id=1024297		02/05/2013 17:41:53	02/05/2013 17:41:53			
21290	Квачкова лишили слова за антисемитские высказывания	Отставного полковника ГРУ Владимира Квачкова, подозреваемого в подготовке захвата власти в РФ и содействии в террористической деятельности, лишили права выступления в судебных прениях за антисемитские высказывания.	http://www.vesti.ru/doc.html?id=1024287	02/05/2013 09:20:00	http://www.vesti.ru/doc.html?id=1024287		02/05/2013 17:41:53	02/22/2013 05:56:42			
21291	Медведев: власти увеличат зерновые интервенции	Зерно из интервенционного госфонда со следующей недели начнут продавать, в том числе, с элеваторов в европейской части России, заявил премьер-министр Дмитрий Медведев.	http://www.vesti.ru/doc.html?id=1024342	02/05/2013 09:28:00	http://www.vesti.ru/doc.html?id=1024342		02/05/2013 17:41:53	03/04/2013 18:07:18			
21292	"""Калифорнийский мститель"" Кристофер Дорнер застрелился"	Кристофер Дорнер скончался от ранения, которое сам себе нанес. Бывший сотрудник полиции Лос-Анджелеса, подозреваемый в убийстве четырех человек застрелился. Об этом сообщил представитель полиции города Сан-Бернардино (штат Калифорния), где было обнаружено тело мужчины.	http://www.vesti.ru/doc.html?id=1034007	02/16/2013 01:42:00	http://www.vesti.ru/doc.html?id=1034007		02/16/2013 19:16:38	02/16/2013 19:16:38			
21293	"Швыдкой: национальный конкурс ""ТЭФИ-2013"" состоится"	"Ежегодный национальный конкурс ""ТЭФИ-2013"" состоится. Сроки его проведения будут определены в конце марта. Об этом по итогам собрания учредителей смотра заявил президент Академии российского телевидения Михаил Швыдкой."	http://www.vesti.ru/doc.html?id=1039011	02/22/2013 13:34:00	http://www.vesti.ru/doc.html?id=1039011		02/22/2013 20:00:12	02/22/2013 20:00:12			
21294	"Шедевр Гайдна ""Сотворение мира"" - в живом звучании в ММДМ"	"8 февраля в Светлавноском зале Московсого Дома музыки - прозвучит оратория Гайлна ""Сотворение мира"" в исполнении Академического Большого хора ""Мастера хорового пения"" и государственного камерного оркестра ""Виртуозы Москвы""."	http://www.vesti.ru/doc.html?id=1024302	02/05/2013 09:34:00	http://www.vesti.ru/doc.html?id=1024302		02/05/2013 17:41:54	02/05/2013 17:41:54			
21295	Ларс Лагербек: Россия - одна из сильнейших сборных в мире	Наставник сборной Исландии Ларс Лагербек в преддверии товарищеского матча с Россией поделился мнением о сопернике.	http://www.vesti.ru/doc.html?id=1024310	02/05/2013 09:47:00	http://www.vesti.ru/doc.html?id=1024310		02/05/2013 17:41:55	03/04/2013 18:07:19			
21296	"HTC M7 обещают ""ультрапиксельную"" камеру"	Новый смартфон-флагман M7, который компания HTC может показать 19 февраля, получит передовой фотосенсор под названием Ultrapixels. Камера устройства якобы будет использовать три 4,3-мегапиксельных датчика, послойно наложенные друг на друга.	http://www.vesti.ru/doc.html?id=1024304	02/05/2013 09:40:28	http://www.vesti.ru/doc.html?id=1024304		02/05/2013 17:41:54	02/05/2013 17:41:54			
21297	Немцова допросили по делу о хищениях в СПС	"Сопредседатель ""ПАРНАС"" Борис Немцов в качестве свидетеля дал показания по делу о хищении денежных средств политической партии ""Союза правых сил""."	http://www.vesti.ru/doc.html?id=1024296	02/05/2013 09:41:00	http://www.vesti.ru/doc.html?id=1024296		02/05/2013 17:41:54	02/05/2013 17:41:54			
21298	Bentley везет в Женеву новый седан Flying Spur	Bentley обновляет свой самый доступный седан. Continental Flying Spur нового поколения будет представлен широкой публике на автомобильной выставке в Женеве, а пока производитель распространяет мало о чем говорящие тизеры.	http://www.vesti.ru/doc.html?id=1024265	02/05/2013 09:44:00	http://www.vesti.ru/doc.html?id=1024265		02/05/2013 17:41:54	02/05/2013 17:41:54			
21299	Российский рынок акций держится в минусе	Торги на Московской бирже к 15:00 проходят в минусе, индекс ММВБ держится у отметки 1534,32 (- 0,1%), индекс РТС просел до уровня 1609,84 (- 0,2%).	http://www.vesti.ru/doc.html?id=1024347	02/05/2013 09:47:00	http://www.vesti.ru/doc.html?id=1024347		02/05/2013 17:41:54	02/05/2013 17:41:54			
21300	Пономарев и Удальцов создают новую оппозиционную коалицию	"О формировании новой оппозиционной коалиции объявили депутат от ""Справедливой России"" Илья Пономарев и координатор ""Левого фронта"" Сергей Удальцов. Первой акцией коалиции должен стать социальный марш ""За права москвичей"", запланированный на 2 марта."	http://www.vesti.ru/doc.html?id=1024303	02/05/2013 09:52:00	http://www.vesti.ru/doc.html?id=1024303		02/05/2013 17:41:55	02/05/2013 17:41:55			
21301	Доцент Смоленской сельхозакадемии пойдет под суд за взятки	В Смоленске коррупционное дело отправлено в суд. Перед Фемидой предстанет бывший преподаватель вуза, обвиняемый в получении взяток.	http://www.vesti.ru/doc.html?id=1024332	02/05/2013 09:40:00	http://www.vesti.ru/doc.html?id=1024332		02/05/2013 17:41:54	02/22/2013 05:56:44			
21302	Звезда оперы Елена Образцова спела на красноярской сцене	"Звезда оперной сцены в Красноярске. Елена Образцова исполнила партию графини в ""Пиковой даме"". Красноярские артисты были поражены - выступила настолько мастерски, что даже стало страшно."	http://www.vesti.ru/doc.html?id=1039015	02/22/2013 13:35:00	http://www.vesti.ru/doc.html?id=1039015		02/22/2013 20:00:12	02/22/2013 20:00:12			
21303	Депутаты отправили в отставку мэра Майкопа	Совет народных депутатов Майкопа на внеочередном собрании принял отставку мэра города Михаила Черниченко, который просил уволить его по собственному желанию.	http://www.vesti.ru/doc.html?id=1025303	02/06/2013 08:44:00	http://www.vesti.ru/doc.html?id=1025303		02/06/2013 19:07:07	02/22/2013 05:56:44			
21304	Смоленщина готовится к международному туристско-инвестиционному форуму	"Областной центр готовится к международному туристско-инвестиционному форуму ""Смоленщина-2013"". В его рамках пройдет презентация туристского потенциала региона для специалистов индустрии и инвесторов."	http://www.vesti.ru/doc.html?id=1024334	02/05/2013 09:53:00	http://www.vesti.ru/doc.html?id=1024334		02/05/2013 17:41:55	02/05/2013 17:41:55			
21305	ЕС ужесточает правила кибербезопасности	Если новые правила, предложенные Еврокомиссией, пропишут в законодательстве, это приеведет к тому, что компании, сталкивающиеся с киберпреступностью, в обязательном порядке будут сообщать об этом властям.	http://www.vesti.ru/doc.html?id=1024375	02/05/2013 09:55:00	http://www.vesti.ru/doc.html?id=1024375		02/05/2013 17:41:55	02/05/2013 17:41:55			
21306	Google откроет фирменные салоны	Компания Сергея Брина и Ларри Пейджа традиционно делала ставку на виртуальную продукцию. Но за последние несколько лет бизнес претерпел серьезные изменения. На таком фоне решение организовать площадку для премьеры новых гаджетов кажется вполне логичным.	http://www.vesti.ru/doc.html?id=1034966	02/18/2013 03:30:00	http://www.vesti.ru/doc.html?id=1034966		02/18/2013 18:29:56	02/18/2013 18:29:56			
21307	17 компаний с самыми секретными лабораториями	Сегодня компании как никогда озабочены сокращением расходов и все чаще  отказываются от гигантских исследовательских центров и  и открывают небольшие подразделения или стартапы; другие корпорации создают секретные научно-исследовательские (R&D) лаборатории	http://www.vesti.ru/doc.html?id=1039088	02/22/2013 13:38:00	http://www.vesti.ru/doc.html?id=1039088		02/22/2013 20:00:12	02/22/2013 20:00:12			
21308	Эксперт: импрессионизм растет в цене	"Торги знаменитых аукционов Christie's и Sotheby's начинаются сегодня вечером. О самых интересных лотах, и ценах на них в интервью телеканалу ""Россия 24"" рассказал постоянный участник лондонских торгов, арт-критик Дмитрий Буткевич."	http://www.vesti.ru/doc.html?id=1024324	02/05/2013 10:06:00	http://www.vesti.ru/doc.html?id=1024324		02/05/2013 17:41:56	02/05/2013 17:41:56			
21309	Розничные продажи в еврозоне упали сильнее ожиданий	В декабре объемы торговли в магазинах еврозоны падали самыми сильными темпами за восемь месяцев, снижение продаж напитков и продуктов питания в преддверии Рождества отражает спад в экономике валютного блока.	http://www.vesti.ru/doc.html?id=1024355	02/05/2013 10:07:00	http://www.vesti.ru/doc.html?id=1024355		02/05/2013 17:41:56	02/05/2013 17:41:56			
21310	Футбол. Марадона просит простить ему долг в 40 миллионов евро	Легендарный аргентинский футболист Диего Марадона обратился к итальянским политикам за помощью в разрешении его проблем с налоговыми службами. Накануне Центральная налоговая комиссия Неаполя подтвердила задолженность аргентинца перед итальянской казной в размере 40 миллионов евро.	http://www.vesti.ru/doc.html?id=1024328	02/05/2013 10:15:00	http://www.vesti.ru/doc.html?id=1024328		02/05/2013 17:41:56	02/05/2013 17:41:56			
21311	Хоккей с мячом: на главном льду страны сошлись Кузбасс и Архангельск	На Красной площади прошел турнир по хоккею с мячом. На лед вышли признанные мастера игры, а также юниоры, которые соревновались на Кубок Патриарха.	http://www.vesti.ru/doc.html?id=1046165	03/03/2013 07:44:00	http://www.vesti.ru/doc.html?id=1046165		03/03/2013 18:05:52	03/04/2013 18:07:20			
21312	Томич хочет поселиться в водонапорной башне	Житель Томска купил старинную водонапорную башню, чтобы превратить ее в оригинальную квартиру. Но здание значится памятником истории и культуры и менять в нем ничего нельзя.	http://www.vesti.ru/doc.html?id=1024325	02/05/2013 10:17:00	http://www.vesti.ru/doc.html?id=1024325		02/05/2013 17:41:56	02/22/2013 05:56:45			
21313	Столичные наркополицейские прятали шприцы и наркотики на работе	В рамках расследования дела о мошенничестве в здании отдела наркоконтроля по СЗАО Москвы прошли обыски, в ходе которых под потолочными панелями были обнаружены тайники с использованными шприцами, порошками, таблетками и секретными документами.	http://www.vesti.ru/doc.html?id=1024309	02/05/2013 09:59:00	http://www.vesti.ru/doc.html?id=1024309		02/05/2013 17:41:56	02/22/2013 05:56:45			
21314	"Искусство в цене: топ-лоты Christie's и Sothebys"	"Сегодня в Лондоне на аукционах Christie's и Sothebys начинается новая неделя торгов, и она обещает стать стать рекордной по стоимости проданных лотов. Выставлены десятки полотен импрессионистов, сюрреалистов и модернистов. В топ-лотах - женские портреты."	http://www.vesti.ru/doc.html?id=1024356	02/05/2013 10:06:00	http://www.vesti.ru/doc.html?id=1024356		02/05/2013 17:41:56	02/17/2013 08:49:40			
21315	Mozilla и Google показали межбраузерный видеочат без плагинов	"Пользователи браузеров Firefox и Chrome теперь  могут общаться между собой по голосовому и видеочату, не устанавливая сторонние плагины. ""Дружба"" программ от двух разных компаний ” Google и Mozilla ” основана на открытом протоколе WebRTC."	http://www.vesti.ru/doc.html?id=1024335	02/05/2013 10:29:08	http://www.vesti.ru/doc.html?id=1024335		02/05/2013 17:41:57	02/05/2013 17:41:57			
21316	Александр Торшин: Общественная палата - отличная стартовая площадка	"Общественную палату в скором времени могут ждать реформы. О возможных изменениях и их причинах в студии программы ""Утро России"" рассказал первый заместитель председателя Совета Федерации Александр Торшин."	http://www.vesti.ru/doc.html?id=1024338	02/05/2013 10:31:00	http://www.vesti.ru/doc.html?id=1024338		02/05/2013 17:41:57	02/05/2013 17:41:57			
21317	Канадского врача, лечившего геев электрошоком, посадили в тюрьму	"74-летний психиатр Обри Левин был приговорен канадским судом к пяти годам тюрьмы за издевательства над пациентами нетрадиционной сексуальной ориентации. В эпоху апартеида Левин работал в Южной Африке и ""лечил"" солдат-геев электрошоком. За это преступник получил прозвище Доктор Шок."	http://www.vesti.ru/doc.html?id=1024339	02/05/2013 10:32:00	http://www.vesti.ru/doc.html?id=1024339		02/05/2013 17:41:57	02/05/2013 17:41:57			
21318	Рост выручки Baidu на минимуме с 2009г.	Крупнейший поисковый сервис КНР, Baidu, сообщил о самом медленном росте выручки с 2009г. На таких новостях акции компании ушли в минус на 6,7%, и стоили на закрытии биржи $100,1.	http://www.vesti.ru/doc.html?id=1024385	02/05/2013 10:37:00	http://www.vesti.ru/doc.html?id=1024385		02/05/2013 17:41:57	02/05/2013 17:41:57			
21319	Volkswagen вышел на первое место в сегменте LCV среди иномарок	Марка Volkswagen Коммерческие автомобили стала лидером российского рынка в сегменте коммерческих автомобилей среди иностранных производителей. Абсолютным лидером остается российский ГАЗ.	http://www.vesti.ru/doc.html?id=1024321	02/05/2013 10:53:00	http://www.vesti.ru/doc.html?id=1024321		02/05/2013 17:41:58	02/05/2013 17:41:58			
21320	Метеорит застал жителей Челябинска врасплох	"В Челябинске приземлился самолет МЧС России, на его борту прибыла бригада врачей отряда ""Центроспас"" и психологи. Они доставят в столичные клиники наиболее пострадавших от падения метеорита. Небесное тело прошло мимо всех систем его успел засечь лишь один  спутник, и предупредить жителей не успели."	http://www.vesti.ru/doc.html?id=1034014	02/16/2013 02:11:00	http://www.vesti.ru/doc.html?id=1034014		02/16/2013 19:16:38	03/04/2013 18:07:21			
21321	Иванишвили: в Грузии закончилась эпоха лжи	Премьер-министр Грузии Бидзина Иванишвили сегодня подвел итоги первых 100 дней деятельности правительства. По его словам, в стране завершилась эпоха лжи, утвержденная Михаилом Саакашвили и его командой.	http://www.vesti.ru/doc.html?id=1024327	02/05/2013 10:39:00	http://www.vesti.ru/doc.html?id=1024327		02/05/2013 17:41:57	02/17/2013 08:49:41			
21322	Канада прекратила чеканку одноцентовой монеты	Канадские власти официально объявили о том, что прекращают выпускать монету достоинством в один цент. Об этом говорится в пресс-релизе Минфина Канады.	http://www.vesti.ru/doc.html?id=1024379	02/05/2013 10:42:00	http://www.vesti.ru/doc.html?id=1024379		02/05/2013 17:41:57	02/17/2013 08:49:42			
21323	Астероид DA14. Рекордно близкое сближение	Астероид DA14 пролетел мимо Земли на рекордном расстоянии – 27 тысяч километров. По космическим меркам, это совсем близко - в 14 раз меньше, чем путь от Земли до Луны. Ученые спорят: связан ли этот астероид с метеоритным дождем, который прошел накануне в Челябинске.	http://www.vesti.ru/doc.html?id=1033931	02/16/2013 02:20:00	http://www.vesti.ru/doc.html?id=1033931		02/16/2013 19:16:38	02/22/2013 05:56:46			
21324	Непогода оставила около 3,5 тысяч жителей Ярославской области без света	Непогода задала трудную задачу всем коммунальным и спасательным службам Ярославского региона. Сегодня утром из-за снегопада движение транспорта было практически парализовано. В результате налипания снега на провода ЛЭП произошли многочисленные обрывы. Без электроснабжения остались 10 районов.	http://www.vesti.ru/doc.html?id=1024350	02/05/2013 10:50:00	http://www.vesti.ru/doc.html?id=1024350		02/05/2013 17:41:58	02/22/2013 05:56:46			
